city,month,last_available_deaths
Nilo Peçanha,2022-02-01,448
Nilo Peçanha,2022-03-01,432
Nilópolis,2020-04-01,27
Nilópolis,2020-05-01,626
Nilópolis,2020-06-01,1734
Nilópolis,2020-07-01,3002
Nilópolis,2020-08-01,4299
Nilópolis,2020-09-01,5153
Nilópolis,2020-10-01,6098
Nilópolis,2020-11-01,6516
Nilópolis,2020-12-01,7635
Nilópolis,2021-01-01,8514
Nilópolis,2021-02-01,8443
Nilópolis,2021-03-01,9930
Nilópolis,2021-04-01,10643
Nilópolis,2021-05-01,12395
Nilópolis,2021-06-01,13153
Nilópolis,2021-07-01,14702
Nilópolis,2021-08-01,15760
Nilópolis,2021-09-01,16075
Nilópolis,2021-10-01,17372
Nilópolis,2021-11-01,16830
Nilópolis,2021-12-01,17391
Nilópolis,2022-01-01,17391
Nilópolis,2022-02-01,15708
Nilópolis,2022-03-01,15147
Nina Rodrigues,2020-06-01,15
Nina Rodrigues,2020-07-01,88
Nina Rodrigues,2020-08-01,124
Nina Rodrigues,2020-09-01,120
Nina Rodrigues,2020-10-01,124
Nina Rodrigues,2020-11-01,120
Nina Rodrigues,2020-12-01,124
Nina Rodrigues,2021-01-01,124
Nina Rodrigues,2021-02-01,112
Nina Rodrigues,2021-03-01,124
Nina Rodrigues,2021-04-01,231
Nina Rodrigues,2021-05-01,376
Nina Rodrigues,2021-06-01,429
Nina Rodrigues,2021-07-01,473
Nina Rodrigues,2021-08-01,572
Nina Rodrigues,2021-09-01,599
Nina Rodrigues,2021-10-01,620
Nina Rodrigues,2021-11-01,600
Nina Rodrigues,2021-12-01,620
Nina Rodrigues,2022-01-01,620
Nina Rodrigues,2022-02-01,560
Nina Rodrigues,2022-03-01,540
Ninheira,2021-01-01,25
Ninheira,2021-02-01,56
Ninheira,2021-03-01,62
Ninheira,2021-04-01,80
Ninheira,2021-05-01,124
Ninheira,2021-06-01,120
Ninheira,2021-07-01,124
Ninheira,2021-08-01,124
Ninheira,2021-09-01,204
Ninheira,2021-10-01,217
Ninheira,2021-11-01,210
Ninheira,2021-12-01,217
Ninheira,2022-01-01,217
Ninheira,2022-02-01,196
Ninheira,2022-03-01,189
Nioaque,2020-08-01,70
Nioaque,2020-09-01,140
Nioaque,2020-10-01,155
Nioaque,2020-11-01,150
Nioaque,2020-12-01,178
Nioaque,2021-01-01,269
Nioaque,2021-02-01,324
Nioaque,2021-03-01,394
Nioaque,2021-04-01,453
Nioaque,2021-05-01,541
Nioaque,2021-06-01,585
Nioaque,2021-07-01,620
Nioaque,2021-08-01,620
Nioaque,2021-09-01,600
Nioaque,2021-10-01,620
Nioaque,2021-11-01,600
Nioaque,2021-12-01,620
Nioaque,2022-01-01,620
Nioaque,2022-02-01,560
Nioaque,2022-03-01,540
Nipoã,2020-08-01,4
Nipoã,2020-09-01,46
Nipoã,2020-10-01,62
Nipoã,2020-11-01,60
Nipoã,2020-12-01,62
Nipoã,2021-01-01,62
Nipoã,2021-02-01,56
Nipoã,2021-03-01,67
Nipoã,2021-04-01,182
Nipoã,2021-05-01,326
Nipoã,2021-06-01,410
Nipoã,2021-07-01,465
Nipoã,2021-08-01,465
Nipoã,2021-09-01,450
Nipoã,2021-10-01,465
Nipoã,2021-11-01,450
Nipoã,2021-12-01,465
Nipoã,2022-01-01,465
Nipoã,2022-02-01,420
Nipoã,2022-03-01,405
Niquelândia,2020-06-01,1
Niquelândia,2020-07-01,78
Niquelândia,2020-08-01,381
Niquelândia,2020-09-01,584
Niquelândia,2020-10-01,732
Niquelândia,2020-11-01,839
Niquelândia,2020-12-01,921
Niquelândia,2021-01-01,975
Niquelândia,2021-02-01,960
Niquelândia,2021-03-01,1171
Niquelândia,2021-04-01,1222
Niquelândia,2021-05-01,1636
Niquelândia,2021-06-01,2138
Niquelândia,2021-07-01,2846
Niquelândia,2021-08-01,3003
Niquelândia,2021-09-01,3016
Niquelândia,2021-10-01,3161
Niquelândia,2021-11-01,3100
Niquelândia,2021-12-01,3224
Niquelândia,2022-01-01,3224
Niquelândia,2022-02-01,2912
Niquelândia,2022-03-01,2808
Niterói,2020-03-01,13
Niterói,2020-04-01,318
Niterói,2020-05-01,1901
Niterói,2020-06-01,4668
Niterói,2020-07-01,7983
Niterói,2020-08-01,10258
Niterói,2020-09-01,12052
Niterói,2020-10-01,14465
Niterói,2020-11-01,16348
Niterói,2020-12-01,20019
Niterói,2021-01-01,23307
Niterói,2021-02-01,26942
Niterói,2021-03-01,36219
Niterói,2021-04-01,41465
Niterói,2021-05-01,50799
Niterói,2021-06-01,54741
Niterói,2021-07-01,59998
Niterói,2021-08-01,65683
Niterói,2021-09-01,67745
Niterói,2021-10-01,73345
Niterói,2021-11-01,71070
Niterói,2021-12-01,73439
Niterói,2022-01-01,73439
Niterói,2022-02-01,66332
Niterói,2022-03-01,63963
Nobres,2020-06-01,8
Nobres,2020-07-01,138
Nobres,2020-08-01,299
Nobres,2020-09-01,300
Nobres,2020-10-01,310
Nobres,2020-11-01,388
Nobres,2020-12-01,608
Nobres,2021-01-01,676
Nobres,2021-02-01,691
Nobres,2021-03-01,952
Nobres,2021-04-01,1200
Nobres,2021-05-01,1421
Nobres,2021-06-01,1687
Nobres,2021-07-01,1946
Nobres,2021-08-01,1995
Nobres,2021-09-01,2003
Nobres,2021-10-01,2119
Nobres,2021-11-01,2143
Nobres,2021-12-01,2296
Nobres,2022-01-01,2365
Nobres,2022-02-01,2188
Nobres,2022-03-01,2158
Nonoai,2020-05-01,19
Nonoai,2020-06-01,38
Nonoai,2020-07-01,62
Nonoai,2020-08-01,63
Nonoai,2020-09-01,119
Nonoai,2020-10-01,138
Nonoai,2020-11-01,154
Nonoai,2020-12-01,186
Nonoai,2021-01-01,197
Nonoai,2021-02-01,228
Nonoai,2021-03-01,948
Nonoai,2021-04-01,1197
Nonoai,2021-05-01,1301
Nonoai,2021-06-01,1340
Nonoai,2021-07-01,1448
Nonoai,2021-08-01,1457
Nonoai,2021-09-01,1429
Nonoai,2021-10-01,1512
Nonoai,2021-11-01,1470
Nonoai,2021-12-01,1519
Nonoai,2022-01-01,1527
Nonoai,2022-02-01,1400
Nonoai,2022-03-01,1374
Nordestina,2020-08-01,12
Nordestina,2020-09-01,36
Nordestina,2020-10-01,63
Nordestina,2020-11-01,90
Nordestina,2020-12-01,145
Nordestina,2021-01-01,155
Nordestina,2021-02-01,141
Nordestina,2021-03-01,219
Nordestina,2021-04-01,399
Nordestina,2021-05-01,742
Nordestina,2021-06-01,823
Nordestina,2021-07-01,893
Nordestina,2021-08-01,899
Nordestina,2021-09-01,870
Nordestina,2021-10-01,926
Nordestina,2021-11-01,900
Nordestina,2021-12-01,930
Nordestina,2022-01-01,930
Nordestina,2022-02-01,840
Nordestina,2022-03-01,810
Normandia,2020-06-01,63
Normandia,2020-07-01,253
Normandia,2020-08-01,279
Normandia,2020-09-01,277
Normandia,2020-10-01,496
Normandia,2020-11-01,480
Normandia,2020-12-01,543
Normandia,2021-01-01,660
Normandia,2021-02-01,622
Normandia,2021-03-01,741
Normandia,2021-04-01,757
Normandia,2021-05-01,806
Normandia,2021-06-01,780
Normandia,2021-07-01,815
Normandia,2021-08-01,943
Normandia,2021-09-01,930
Normandia,2021-10-01,1033
Normandia,2021-11-01,1050
Normandia,2021-12-01,1085
Normandia,2022-01-01,1085
Normandia,2022-02-01,980
Normandia,2022-03-01,945
Nortelândia,2020-07-01,3
Nortelândia,2020-08-01,31
Nortelândia,2020-09-01,30
Nortelândia,2020-10-01,31
Nortelândia,2020-11-01,96
Nortelândia,2020-12-01,217
Nortelândia,2021-01-01,247
Nortelândia,2021-02-01,304
Nortelândia,2021-03-01,389
Nortelândia,2021-04-01,501
Nortelândia,2021-05-01,649
Nortelândia,2021-06-01,669
Nortelândia,2021-07-01,727
Nortelândia,2021-08-01,775
Nortelândia,2021-09-01,780
Nortelândia,2021-10-01,806
Nortelândia,2021-11-01,780
Nortelândia,2021-12-01,806
Nortelândia,2022-01-01,806
Nortelândia,2022-02-01,748
Nortelândia,2022-03-01,729
Nossa Senhora Aparecida,2020-07-01,8
Nossa Senhora Aparecida,2020-08-01,57
Nossa Senhora Aparecida,2020-09-01,105
Nossa Senhora Aparecida,2020-10-01,170
Nossa Senhora Aparecida,2020-11-01,180
Nossa Senhora Aparecida,2020-12-01,186
Nossa Senhora Aparecida,2021-01-01,186
Nossa Senhora Aparecida,2021-02-01,168
Nossa Senhora Aparecida,2021-03-01,186
Nossa Senhora Aparecida,2021-04-01,198
Nossa Senhora Aparecida,2021-05-01,339
Nossa Senhora Aparecida,2021-06-01,470
Nossa Senhora Aparecida,2021-07-01,517
Nossa Senhora Aparecida,2021-08-01,558
Nossa Senhora Aparecida,2021-09-01,540
Nossa Senhora Aparecida,2021-10-01,558
Nossa Senhora Aparecida,2021-11-01,540
Nossa Senhora Aparecida,2021-12-01,558
Nossa Senhora Aparecida,2022-01-01,558
Nossa Senhora Aparecida,2022-02-01,504
Nossa Senhora Aparecida,2022-03-01,486
Nossa Senhora da Glória,2020-05-01,13
Nossa Senhora da Glória,2020-06-01,31
Nossa Senhora da Glória,2020-07-01,202
Nossa Senhora da Glória,2020-08-01,499
Nossa Senhora da Glória,2020-09-01,681
Nossa Senhora da Glória,2020-10-01,741
Nossa Senhora da Glória,2020-11-01,756
Nossa Senhora da Glória,2020-12-01,873
Nossa Senhora da Glória,2021-01-01,985
Nossa Senhora da Glória,2021-02-01,998
Nossa Senhora da Glória,2021-03-01,1171
Nossa Senhora da Glória,2021-04-01,1449
Nossa Senhora da Glória,2021-05-01,1829
Nossa Senhora da Glória,2021-06-01,2112
Nossa Senhora da Glória,2021-07-01,2387
Nossa Senhora da Glória,2021-08-01,2422
Nossa Senhora da Glória,2021-09-01,2370
Nossa Senhora da Glória,2021-10-01,2449
Nossa Senhora da Glória,2021-11-01,2370
Nossa Senhora da Glória,2021-12-01,2449
Nossa Senhora da Glória,2022-01-01,2449
Nossa Senhora da Glória,2022-02-01,2212
Nossa Senhora da Glória,2022-03-01,2133
Nossa Senhora das Dores,2020-06-01,130
Nossa Senhora das Dores,2020-07-01,367
Nossa Senhora das Dores,2020-08-01,594
Nossa Senhora das Dores,2020-09-01,687
Nossa Senhora das Dores,2020-10-01,775
Nossa Senhora das Dores,2020-11-01,780
Nossa Senhora das Dores,2020-12-01,824
Nossa Senhora das Dores,2021-01-01,855
Nossa Senhora das Dores,2021-02-01,863
Nossa Senhora das Dores,2021-03-01,978
Nossa Senhora das Dores,2021-04-01,1027
Nossa Senhora das Dores,2021-05-01,1271
Nossa Senhora das Dores,2021-06-01,1392
Nossa Senhora das Dores,2021-07-01,1505
Nossa Senhora das Dores,2021-08-01,1558
Nossa Senhora das Dores,2021-09-01,1509
Nossa Senhora das Dores,2021-10-01,1550
Nossa Senhora das Dores,2021-11-01,1500
Nossa Senhora das Dores,2021-12-01,1550
Nossa Senhora das Dores,2022-01-01,1550
Nossa Senhora das Dores,2022-02-01,1400
Nossa Senhora das Dores,2022-03-01,1350
Nossa Senhora das Graças,2020-07-01,3
Nossa Senhora das Graças,2020-08-01,31
Nossa Senhora das Graças,2020-09-01,30
Nossa Senhora das Graças,2020-10-01,31
Nossa Senhora das Graças,2020-11-01,58
Nossa Senhora das Graças,2020-12-01,82
Nossa Senhora das Graças,2021-01-01,93
Nossa Senhora das Graças,2021-02-01,84
Nossa Senhora das Graças,2021-03-01,98
Nossa Senhora das Graças,2021-04-01,161
Nossa Senhora das Graças,2021-05-01,193
Nossa Senhora das Graças,2021-06-01,239
Nossa Senhora das Graças,2021-07-01,252
Nossa Senhora das Graças,2021-08-01,298
Nossa Senhora das Graças,2021-09-01,300
Nossa Senhora das Graças,2021-10-01,310
Nossa Senhora das Graças,2021-11-01,300
Nossa Senhora das Graças,2021-12-01,310
Nossa Senhora das Graças,2022-01-01,310
Nossa Senhora das Graças,2022-02-01,280
Nossa Senhora das Graças,2022-03-01,270
Nossa Senhora de Lourdes,2020-05-01,27
Nossa Senhora de Lourdes,2020-06-01,80
Nossa Senhora de Lourdes,2020-07-01,124
Nossa Senhora de Lourdes,2020-08-01,124
Nossa Senhora de Lourdes,2020-09-01,120
Nossa Senhora de Lourdes,2020-10-01,141
Nossa Senhora de Lourdes,2020-11-01,150
Nossa Senhora de Lourdes,2020-12-01,155
Nossa Senhora de Lourdes,2021-01-01,167
Nossa Senhora de Lourdes,2021-02-01,168
Nossa Senhora de Lourdes,2021-03-01,186
Nossa Senhora de Lourdes,2021-04-01,180
Nossa Senhora de Lourdes,2021-05-01,196
Nossa Senhora de Lourdes,2021-06-01,260
Nossa Senhora de Lourdes,2021-07-01,353
Nossa Senhora de Lourdes,2021-08-01,372
Nossa Senhora de Lourdes,2021-09-01,360
Nossa Senhora de Lourdes,2021-10-01,372
Nossa Senhora de Lourdes,2021-11-01,360
Nossa Senhora de Lourdes,2021-12-01,372
Nossa Senhora de Lourdes,2022-01-01,372
Nossa Senhora de Lourdes,2022-02-01,336
Nossa Senhora de Lourdes,2022-03-01,324
Nossa Senhora de Nazaré,2020-07-01,15
Nossa Senhora de Nazaré,2020-08-01,67
Nossa Senhora de Nazaré,2020-09-01,108
Nossa Senhora de Nazaré,2020-10-01,124
Nossa Senhora de Nazaré,2020-11-01,150
Nossa Senhora de Nazaré,2020-12-01,155
Nossa Senhora de Nazaré,2021-01-01,155
Nossa Senhora de Nazaré,2021-02-01,171
Nossa Senhora de Nazaré,2021-03-01,229
Nossa Senhora de Nazaré,2021-04-01,310
Nossa Senhora de Nazaré,2021-05-01,349
Nossa Senhora de Nazaré,2021-06-01,401
Nossa Senhora de Nazaré,2021-07-01,452
Nossa Senhora de Nazaré,2021-08-01,465
Nossa Senhora de Nazaré,2021-09-01,471
Nossa Senhora de Nazaré,2021-10-01,498
Nossa Senhora de Nazaré,2021-11-01,515
Nossa Senhora de Nazaré,2021-12-01,558
Nossa Senhora de Nazaré,2022-01-01,558
Nossa Senhora de Nazaré,2022-02-01,524
Nossa Senhora de Nazaré,2022-03-01,513
Nossa Senhora do Livramento,2020-06-01,61
Nossa Senhora do Livramento,2020-07-01,200
Nossa Senhora do Livramento,2020-08-01,279
Nossa Senhora do Livramento,2020-09-01,270
Nossa Senhora do Livramento,2020-10-01,279
Nossa Senhora do Livramento,2020-11-01,281
Nossa Senhora do Livramento,2020-12-01,312
Nossa Senhora do Livramento,2021-01-01,379
Nossa Senhora do Livramento,2021-02-01,422
Nossa Senhora do Livramento,2021-03-01,617
Nossa Senhora do Livramento,2021-04-01,949
Nossa Senhora do Livramento,2021-05-01,1112
Nossa Senhora do Livramento,2021-06-01,1083
Nossa Senhora do Livramento,2021-07-01,1147
Nossa Senhora do Livramento,2021-08-01,1203
Nossa Senhora do Livramento,2021-09-01,1179
Nossa Senhora do Livramento,2021-10-01,1240
Nossa Senhora do Livramento,2021-11-01,1200
Nossa Senhora do Livramento,2021-12-01,1240
Nossa Senhora do Livramento,2022-01-01,1253
Nossa Senhora do Livramento,2022-02-01,1174
Nossa Senhora do Livramento,2022-03-01,1150
Nossa Senhora do Socorro,2020-04-01,2
Nossa Senhora do Socorro,2020-05-01,226
Nossa Senhora do Socorro,2020-06-01,1236
Nossa Senhora do Socorro,2020-07-01,3271
Nossa Senhora do Socorro,2020-08-01,4513
Nossa Senhora do Socorro,2020-09-01,5220
Nossa Senhora do Socorro,2020-10-01,5990
Nossa Senhora do Socorro,2020-11-01,6050
Nossa Senhora do Socorro,2020-12-01,6675
Nossa Senhora do Socorro,2021-01-01,7380
Nossa Senhora do Socorro,2021-02-01,7213
Nossa Senhora do Socorro,2021-03-01,9090
Nossa Senhora do Socorro,2021-04-01,11054
Nossa Senhora do Socorro,2021-05-01,13760
Nossa Senhora do Socorro,2021-06-01,15358
Nossa Senhora do Socorro,2021-07-01,16880
Nossa Senhora do Socorro,2021-08-01,17251
Nossa Senhora do Socorro,2021-09-01,17097
Nossa Senhora do Socorro,2021-10-01,17676
Nossa Senhora do Socorro,2021-11-01,17266
Nossa Senhora do Socorro,2021-12-01,17960
Nossa Senhora do Socorro,2022-01-01,17980
Nossa Senhora do Socorro,2022-02-01,16240
Nossa Senhora do Socorro,2022-03-01,15660
Nossa Senhora dos Remédios,2020-05-01,3
Nossa Senhora dos Remédios,2020-06-01,54
Nossa Senhora dos Remédios,2020-07-01,71
Nossa Senhora dos Remédios,2020-08-01,208
Nossa Senhora dos Remédios,2020-09-01,240
Nossa Senhora dos Remédios,2020-10-01,248
Nossa Senhora dos Remédios,2020-11-01,240
Nossa Senhora dos Remédios,2020-12-01,248
Nossa Senhora dos Remédios,2021-01-01,248
Nossa Senhora dos Remédios,2021-02-01,224
Nossa Senhora dos Remédios,2021-03-01,276
Nossa Senhora dos Remédios,2021-04-01,290
Nossa Senhora dos Remédios,2021-05-01,315
Nossa Senhora dos Remédios,2021-06-01,330
Nossa Senhora dos Remédios,2021-07-01,341
Nossa Senhora dos Remédios,2021-08-01,361
Nossa Senhora dos Remédios,2021-09-01,360
Nossa Senhora dos Remédios,2021-10-01,372
Nossa Senhora dos Remédios,2021-11-01,360
Nossa Senhora dos Remédios,2021-12-01,384
Nossa Senhora dos Remédios,2022-01-01,403
Nossa Senhora dos Remédios,2022-02-01,404
Nossa Senhora dos Remédios,2022-03-01,418
Nova Aliança,2020-06-01,5
Nova Aliança,2020-07-01,31
Nova Aliança,2020-08-01,45
Nova Aliança,2020-09-01,79
Nova Aliança,2020-10-01,119
Nova Aliança,2020-11-01,120
Nova Aliança,2020-12-01,155
Nova Aliança,2021-01-01,217
Nova Aliança,2021-02-01,203
Nova Aliança,2021-03-01,288
Nova Aliança,2021-04-01,435
Nova Aliança,2021-05-01,530
Nova Aliança,2021-06-01,586
Nova Aliança,2021-07-01,736
Nova Aliança,2021-08-01,744
Nova Aliança,2021-09-01,720
Nova Aliança,2021-10-01,775
Nova Aliança,2021-11-01,750
Nova Aliança,2021-12-01,775
Nova Aliança,2022-01-01,775
Nova Aliança,2022-02-01,700
Nova Aliança,2022-03-01,675
Nova Aliança do Ivaí,2021-05-01,21
Nova Aliança do Ivaí,2021-06-01,30
Nova Aliança do Ivaí,2021-07-01,51
Nova Aliança do Ivaí,2021-08-01,62
Nova Aliança do Ivaí,2021-09-01,60
Nova Aliança do Ivaí,2021-10-01,62
Nova Aliança do Ivaí,2021-11-01,60
Nova Aliança do Ivaí,2021-12-01,62
Nova Aliança do Ivaí,2022-01-01,62
Nova Aliança do Ivaí,2022-02-01,56
Nova Aliança do Ivaí,2022-03-01,54
Nova Alvorada,2020-06-01,19
Nova Alvorada,2020-07-01,31
Nova Alvorada,2020-08-01,45
Nova Alvorada,2020-09-01,60
Nova Alvorada,2020-10-01,62
Nova Alvorada,2020-11-01,60
Nova Alvorada,2020-12-01,62
Nova Alvorada,2021-01-01,62
Nova Alvorada,2021-02-01,83
Nova Alvorada,2021-03-01,93
Nova Alvorada,2021-04-01,98
Nova Alvorada,2021-05-01,150
Nova Alvorada,2021-06-01,162
Nova Alvorada,2021-07-01,186
Nova Alvorada,2021-08-01,186
Nova Alvorada,2021-09-01,180
Nova Alvorada,2021-10-01,191
Nova Alvorada,2021-11-01,235
Nova Alvorada,2021-12-01,248
Nova Alvorada,2022-01-01,248
Nova Alvorada,2022-02-01,224
Nova Alvorada,2022-03-01,216
Nova Alvorada do Sul,2020-08-01,56
Nova Alvorada do Sul,2020-09-01,172
Nova Alvorada do Sul,2020-10-01,237
Nova Alvorada do Sul,2020-11-01,240
Nova Alvorada do Sul,2020-12-01,248
Nova Alvorada do Sul,2021-01-01,279
Nova Alvorada do Sul,2021-02-01,331
Nova Alvorada do Sul,2021-03-01,439
Nova Alvorada do Sul,2021-04-01,622
Nova Alvorada do Sul,2021-05-01,816
Nova Alvorada do Sul,2021-06-01,931
Nova Alvorada do Sul,2021-07-01,1027
Nova Alvorada do Sul,2021-08-01,1147
Nova Alvorada do Sul,2021-09-01,1140
Nova Alvorada do Sul,2021-10-01,1178
Nova Alvorada do Sul,2021-11-01,1140
Nova Alvorada do Sul,2021-12-01,1178
Nova Alvorada do Sul,2022-01-01,1178
Nova Alvorada do Sul,2022-02-01,1064
Nova Alvorada do Sul,2022-03-01,1026
Nova América,2020-11-01,20
Nova América,2020-12-01,31
Nova América,2021-01-01,31
Nova América,2021-02-01,28
Nova América,2021-03-01,31
Nova América,2021-04-01,30
Nova América,2021-05-01,35
Nova América,2021-06-01,119
Nova América,2021-07-01,155
Nova América,2021-08-01,155
Nova América,2021-09-01,150
Nova América,2021-10-01,155
Nova América,2021-11-01,158
Nova América,2021-12-01,186
Nova América,2022-01-01,186
Nova América,2022-02-01,168
Nova América,2022-03-01,162
Nova América da Colina,2020-12-01,18
Nova América da Colina,2021-01-01,31
Nova América da Colina,2021-02-01,28
Nova América da Colina,2021-03-01,33
Nova América da Colina,2021-04-01,119
Nova América da Colina,2021-05-01,235
Nova América da Colina,2021-06-01,240
Nova América da Colina,2021-07-01,254
Nova América da Colina,2021-08-01,279
Nova América da Colina,2021-09-01,256
Nova América da Colina,2021-10-01,248
Nova América da Colina,2021-11-01,240
Nova América da Colina,2021-12-01,248
Nova América da Colina,2022-01-01,248
Nova América da Colina,2022-02-01,224
Nova América da Colina,2022-03-01,216
Nova Andradina,2020-06-01,5
Nova Andradina,2020-07-01,92
Nova Andradina,2020-08-01,207
Nova Andradina,2020-09-01,320
Nova Andradina,2020-10-01,435
Nova Andradina,2020-11-01,465
Nova Andradina,2020-12-01,551
Nova Andradina,2021-01-01,697
Nova Andradina,2021-02-01,848
Nova Andradina,2021-03-01,1048
Nova Andradina,2021-04-01,1313
Nova Andradina,2021-05-01,1816
Nova Andradina,2021-06-01,2474
Nova Andradina,2021-07-01,2857
Nova Andradina,2021-08-01,2967
Nova Andradina,2021-09-01,2880
Nova Andradina,2021-10-01,2976
Nova Andradina,2021-11-01,2880
Nova Andradina,2021-12-01,2976
Nova Andradina,2022-01-01,2976
Nova Andradina,2022-02-01,2688
Nova Andradina,2022-03-01,2592
Nova Araçá,2020-05-01,10
Nova Araçá,2020-06-01,36
Nova Araçá,2020-07-01,31
Nova Araçá,2020-08-01,57
Nova Araçá,2020-09-01,86
Nova Araçá,2020-10-01,93
Nova Araçá,2020-11-01,90
Nova Araçá,2020-12-01,109
Nova Araçá,2021-01-01,124
Nova Araçá,2021-02-01,112
Nova Araçá,2021-03-01,182
Nova Araçá,2021-04-01,210
Nova Araçá,2021-05-01,217
Nova Araçá,2021-06-01,219
Nova Araçá,2021-07-01,283
Nova Araçá,2021-08-01,310
Nova Araçá,2021-09-01,300
Nova Araçá,2021-10-01,310
Nova Araçá,2021-11-01,300
Nova Araçá,2021-12-01,310
Nova Araçá,2022-01-01,310
Nova Araçá,2022-02-01,280
Nova Araçá,2022-03-01,270
Nova Aurora,2020-06-01,5
Nova Aurora,2020-07-01,35
Nova Aurora,2020-08-01,77
Nova Aurora,2020-09-01,117
Nova Aurora,2020-10-01,167
Nova Aurora,2020-11-01,180
Nova Aurora,2020-12-01,222
Nova Aurora,2021-01-01,336
Nova Aurora,2021-02-01,389
Nova Aurora,2021-03-01,557
Nova Aurora,2021-04-01,713
Nova Aurora,2021-05-01,716
Nova Aurora,2021-06-01,741
Nova Aurora,2021-07-01,915
Nova Aurora,2021-08-01,1074
Nova Aurora,2021-09-01,1191
Nova Aurora,2021-10-01,1458
Nova Aurora,2021-11-01,1500
Nova Aurora,2021-12-01,1550
Nova Aurora,2022-01-01,1550
Nova Aurora,2022-02-01,1400
Nova Aurora,2022-03-01,1350
Nova Bandeirantes,2020-06-01,5
Nova Bandeirantes,2020-07-01,32
Nova Bandeirantes,2020-08-01,62
Nova Bandeirantes,2020-09-01,60
Nova Bandeirantes,2020-10-01,62
Nova Bandeirantes,2020-11-01,93
Nova Bandeirantes,2020-12-01,155
Nova Bandeirantes,2021-01-01,155
Nova Bandeirantes,2021-02-01,140
Nova Bandeirantes,2021-03-01,159
Nova Bandeirantes,2021-04-01,277
Nova Bandeirantes,2021-05-01,443
Nova Bandeirantes,2021-06-01,578
Nova Bandeirantes,2021-07-01,675
Nova Bandeirantes,2021-08-01,744
Nova Bandeirantes,2021-09-01,720
Nova Bandeirantes,2021-10-01,744
Nova Bandeirantes,2021-11-01,725
Nova Bandeirantes,2021-12-01,806
Nova Bandeirantes,2022-01-01,834
Nova Bandeirantes,2022-02-01,791
Nova Bandeirantes,2022-03-01,783
Nova Bassano,2020-08-01,33
Nova Bassano,2020-09-01,109
Nova Bassano,2020-10-01,124
Nova Bassano,2020-11-01,120
Nova Bassano,2020-12-01,136
Nova Bassano,2021-01-01,209
Nova Bassano,2021-02-01,212
Nova Bassano,2021-03-01,285
Nova Bassano,2021-04-01,317
Nova Bassano,2021-05-01,373
Nova Bassano,2021-06-01,390
Nova Bassano,2021-07-01,408
Nova Bassano,2021-08-01,434
Nova Bassano,2021-09-01,420
Nova Bassano,2021-10-01,434
Nova Bassano,2021-11-01,420
Nova Bassano,2021-12-01,434
Nova Bassano,2022-01-01,434
Nova Bassano,2022-02-01,400
Nova Bassano,2022-03-01,428
Nova Belém,2020-08-01,1
Nova Belém,2020-09-01,30
Nova Belém,2020-10-01,50
Nova Belém,2020-11-01,60
Nova Belém,2020-12-01,92
Nova Belém,2021-01-01,129
Nova Belém,2021-02-01,164
Nova Belém,2021-03-01,217
Nova Belém,2021-04-01,243
Nova Belém,2021-05-01,332
Nova Belém,2021-06-01,330
Nova Belém,2021-07-01,341
Nova Belém,2021-08-01,341
Nova Belém,2021-09-01,375
Nova Belém,2021-10-01,434
Nova Belém,2021-11-01,420
Nova Belém,2021-12-01,434
Nova Belém,2022-01-01,434
Nova Belém,2022-02-01,392
Nova Belém,2022-03-01,378
Nova Boa Vista,2020-12-01,24
Nova Boa Vista,2021-01-01,31
Nova Boa Vista,2021-02-01,28
Nova Boa Vista,2021-03-01,31
Nova Boa Vista,2021-04-01,30
Nova Boa Vista,2021-05-01,31
Nova Boa Vista,2021-06-01,30
Nova Boa Vista,2021-07-01,41
Nova Boa Vista,2021-08-01,62
Nova Boa Vista,2021-09-01,60
Nova Boa Vista,2021-10-01,62
Nova Boa Vista,2021-11-01,60
Nova Boa Vista,2021-12-01,62
Nova Boa Vista,2022-01-01,62
Nova Boa Vista,2022-02-01,56
Nova Boa Vista,2022-03-01,54
Nova Brasilândia,2020-07-01,5
Nova Brasilândia,2020-08-01,31
Nova Brasilândia,2020-09-01,30
Nova Brasilândia,2020-10-01,31
Nova Brasilândia,2020-11-01,63
Nova Brasilândia,2020-12-01,124
Nova Brasilândia,2021-01-01,124
Nova Brasilândia,2021-02-01,129
Nova Brasilândia,2021-03-01,155
Nova Brasilândia,2021-04-01,168
Nova Brasilândia,2021-05-01,245
Nova Brasilândia,2021-06-01,240
Nova Brasilândia,2021-07-01,248
Nova Brasilândia,2021-08-01,250
Nova Brasilândia,2021-09-01,270
Nova Brasilândia,2021-10-01,279
Nova Brasilândia,2021-11-01,270
Nova Brasilândia,2021-12-01,279
Nova Brasilândia,2022-01-01,279
Nova Brasilândia,2022-02-01,261
Nova Brasilândia,2022-03-01,270
Nova Brasilândia D'Oeste,2020-08-01,19
Nova Brasilândia D'Oeste,2020-09-01,76
Nova Brasilândia D'Oeste,2020-10-01,96
Nova Brasilândia D'Oeste,2020-11-01,122
Nova Brasilândia D'Oeste,2020-12-01,155
Nova Brasilândia D'Oeste,2021-01-01,168
Nova Brasilândia D'Oeste,2021-02-01,243
Nova Brasilândia D'Oeste,2021-03-01,389
Nova Brasilândia D'Oeste,2021-04-01,632
Nova Brasilândia D'Oeste,2021-05-01,781
Nova Brasilândia D'Oeste,2021-06-01,789
Nova Brasilândia D'Oeste,2021-07-01,929
